User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag,Date,Hour,Day,Month
USR00008,SES00008,Checkout,2026-07-08 14:59:30,Mobile,East,Email,Beauty,0.0,Yes,2026-07-08,14,Wednesday,July
USR00008,SES00008,Purchase,2026-07-08 15:02:30,Desktop,West,Google Ads,Home,1694.54,No,2026-07-08,15,Wednesday,July
USR00009,SES00009,Browse,2026-07-26 00:06:53,Tablet,South,Google Ads,Sports,0.0,Yes,2026-07-26,0,Sunday,July
USR00009,SES00009,Add to Cart,2026-07-26 00:10:53,Tablet,East,Google Ads,Beauty,0.0,Yes,2026-07-26,0,Sunday,July
USR00010,SES00010,Browse,2026-08-06 00:25:31,Mobile,West,Organic,Fashion,0.0,Yes,2026-08-06,0,Thursday,August
USR00010,SES00010,Add to Cart,2026-08-06 00:29:31,Tablet,West,Social Media,Sports,0.0,Yes,2026-08-06,0,Thursday,August
USR00010,SES00010,Checkout,2026-08-06 00:32:31,Tablet,East,Email,Beauty,0.0,Yes,2026-08-06,0,Thursday,August
USR00011,SES00011,Browse,2026-07-18 01:53:24,Mobile,West,Google Ads,Sports,0.0,Yes,2026-07-18,1,Saturday,July
USR00011,SES00011,Add to Cart,2026-07-18 01:57:24,Tablet,South,Email,Sports,0.0,Yes,2026-07-18,1,Saturday,July
USR00011,SES00011,Checkout,2026-07-18 02:01:24,Mobile,East,Email,Electronics,0.0,Yes,2026-07-18,2,Saturday,July
USR00012,SES00012,Browse,2026-07-18 14:59:11,Desktop,West,Google Ads,Home,0.0,Yes,2026-07-18,14,Saturday,July
USR00013,SES00013,Browse,2026-08-05 01:22:50,Mobile,West,Google Ads,Beauty,0.0,Yes,2026-08-05,1,Wednesday,August
USR00014,SES00014,Browse,2026-07-23 15:27:48,Desktop,North,Organic,Fashion,0.0,Yes,2026-07-23,15,Thursday,July
USR00014,SES00014,Add to Cart,2026-07-23 15:31:48,Desktop,South,Social Media,Electronics,0.0,Yes,2026-07-23,15,Thursday,July
USR00015,SES00015,Browse,2026-07-16 22:07:44,Tablet,South,Social Media,Home,0.0,Yes,2026-07-16,22,Thursday,July
USR00016,SES00016,Browse,2026-07-24 23:27:24,Tablet,West,Email,Beauty,0.0,Yes,2026-07-24,23,Friday,July
USR00016,SES00016,Add to Cart,2026-07-24 23:31:24,Desktop,North,Organic,Beauty,0.0,Yes,2026-07-24,23,Friday,July
USR00016,SES00016,Checkout,2026-07-24 23:35:24,Desktop,North,Social Media,Fashion,0.0,Yes,2026-07-24,23,Friday,July
USR00017,SES00017,Browse,2026-07-08 03:27:14,Tablet,South,Organic,Home,0.0,Yes,2026-07-08,3,Wednesday,July
USR00017,SES00017,Add to Cart,2026-07-08 03:31:14,Desktop,East,Google Ads,Home,0.0,Yes,2026-07-08,3,Wednesday,July
USR00018,SES00018,Browse,2026-07-30 11:21:46,Tablet,South,Social Media,Home,0.0,Yes,2026-07-30,11,Thursday,July
USR00018,SES00018,Add to Cart,2026-07-30 11:25:46,Desktop,South,Organic,Sports,0.0,Yes,2026-07-30,11,Thursday,July
USR00018,SES00018,Checkout,2026-07-30 11:28:46,Tablet,North,Email,Sports,0.0,Yes,2026-07-30,11,Thursday,July
USR00019,SES00019,Browse,2026-07-20 05:45:52,Tablet,South,Social Media,Fashion,0.0,Yes,2026-07-20,5,Monday,July
USR00019,SES00019,Add to Cart,2026-07-20 05:47:52,Tablet,East,Email,Electronics,0.0,Yes,2026-07-20,5,Monday,July
USR00019,SES00019,Checkout,2026-07-20 05:49:52,Desktop,South,Organic,Home,0.0,Yes,2026-07-20,5,Monday,July
USR00020,SES00020,Browse,2026-07-11 12:58:26,Mobile,West,Email,Beauty,0.0,Yes,2026-07-11,12,Saturday,July
USR00020,SES00020,Add to Cart,2026-07-11 13:03:26,Tablet,West,Social Media,Home,0.0,Yes,2026-07-11,13,Saturday,July
USR00020,SES00020,Checkout,2026-07-11 13:06:26,Tablet,North,Email,Beauty,0.0,Yes,2026-07-11,13,Saturday,July
USR00021,SES00021,Browse,2026-07-11 18:35:22,Tablet,North,Organic,Sports,0.0,Yes,2026-07-11,18,Saturday,July
USR00021,SES00021,Add to Cart,2026-07-11 18:37:22,Tablet,North,Email,Home,0.0,Yes,2026-07-11,18,Saturday,July
USR00022,SES00022,Browse,2026-07-28 10:27:30,Desktop,West,Email,Electronics,0.0,Yes,2026-07-28,10,Tuesday,July
USR00022,SES00022,Add to Cart,2026-07-28 10:31:30,Tablet,West,Google Ads,Electronics,0.0,Yes,2026-07-28,10,Tuesday,July
USR00023,SES00023,Browse,2026-07-22 05:29:18,Tablet,South,Email,Electronics,0.0,Yes,2026-07-22,5,Wednesday,July
USR00024,SES00024,Browse,2026-08-02 01:59:43,Tablet,North,Email,Beauty,0.0,Yes,2026-08-02,1,Sunday,August
USR00024,SES00024,Add to Cart,2026-08-02 02:01:43,Tablet,West,Social Media,Fashion,0.0,Yes,2026-08-02,2,Sunday,August
USR00024,SES00024,Checkout,2026-08-02 02:03:43,Mobile,East,Organic,Home,0.0,Yes,2026-08-02,2,Sunday,August
USR00024,SES00024,Purchase,2026-08-02 02:06:43,Desktop,South,Email,Sports,648.47,No,2026-08-02,2,Sunday,August
USR00025,SES00025,Browse,2026-07-28 05:25:10,Tablet,East,Email,Home,0.0,Yes,2026-07-28,5,Tuesday,July
USR00025,SES00025,Add to Cart,2026-07-28 05:28:10,Desktop,South,Organic,Electronics,0.0,Yes,2026-07-28,5,Tuesday,July
USR00026,SES00026,Browse,2026-07-18 11:46:23,Tablet,North,Google Ads,Beauty,0.0,Yes,2026-07-18,11,Saturday,July
USR00026,SES00026,Add to Cart,2026-07-18 11:48:23,Desktop,North,Social Media,Home,0.0,Yes,2026-07-18,11,Saturday,July
USR00026,SES00026,Checkout,2026-07-18 11:50:23,Desktop,South,Organic,Electronics,0.0,Yes,2026-07-18,11,Saturday,July
USR00027,SES00027,Browse,2026-07-15 04:19:08,Mobile,East,Social Media,Home,0.0,Yes,2026-07-15,4,Wednesday,July
USR00028,SES00028,Browse,2026-08-04 08:56:53,Mobile,North,Email,Sports,0.0,Yes,2026-08-04,8,Tuesday,August
USR00028,SES00028,Add to Cart,2026-08-04 08:58:53,Desktop,North,Social Media,Electronics,0.0,Yes,2026-08-04,8,Tuesday,August
USR00029,SES00029,Browse,2026-07-28 11:02:37,Mobile,East,Email,Sports,0.0,Yes,2026-07-28,11,Tuesday,July
USR00030,SES00030,Browse,2026-07-25 06:02:19,Tablet,North,Google Ads,Sports,0.0,Yes,2026-07-25,6,Saturday,July
USR00030,SES00030,Add to Cart,2026-07-25 06:04:19,Desktop,South,Email,Sports,0.0,Yes,2026-07-25,6,Saturday,July
USR00030,SES00030,Checkout,2026-07-25 06:09:19,Mobile,West,Google Ads,Beauty,0.0,Yes,2026-07-25,6,Saturday,July
USR00031,SES00031,Browse,2026-08-03 01:54:50,Tablet,North,Organic,Home,0.0,Yes,2026-08-03,1,Monday,August
USR00032,SES00032,Browse,2026-07-11 10:41:07,Tablet,North,Email,Sports,0.0,Yes,2026-07-11,10,Saturday,July
USR00032,SES00032,Add to Cart,2026-07-11 10:46:07,Mobile,South,Email,Sports,0.0,Yes,2026-07-11,10,Saturday,July
USR00032,SES00032,Checkout,2026-07-11 10:48:07,Mobile,South,Social Media,Electronics,0.0,Yes,2026-07-11,10,Saturday,July
USR00033,SES00033,Browse,2026-07-28 13:00:20,Mobile,South,Google Ads,Electronics,0.0,Yes,2026-07-28,13,Tuesday,July
USR00034,SES00034,Browse,2026-08-06 12:57:48,Tablet,South,Google Ads,Home,0.0,Yes,2026-08-06,12,Thursday,August
USR00034,SES00034,Add to Cart,2026-08-06 13:00:48,Mobile,West,Social Media,Sports,0.0,Yes,2026-08-06,13,Thursday,August
USR00034,SES00034,Checkout,2026-08-06 13:05:48,Tablet,South,Google Ads,Home,0.0,Yes,2026-08-06,13,Thursday,August
USR00035,SES00035,Browse,2026-07-27 10:11:10,Tablet,West,Organic,Fashion,0.0,Yes,2026-07-27,10,Monday,July
USR00035,SES00035,Add to Cart,2026-07-27 10:16:10,Desktop,North,Google Ads,Electronics,0.0,Yes,2026-07-27,10,Monday,July
USR00036,SES00036,Browse,2026-07-20 23:47:55,Mobile,West,Organic,Electronics,0.0,Yes,2026-07-20,23,Monday,July
USR00036,SES00036,Add to Cart,2026-07-20 23:52:55,Mobile,East,Google Ads,Home,0.0,Yes,2026-07-20,23,Monday,July
USR00036,SES00036,Checkout,2026-07-20 23:54:55,Mobile,North,Email,Electronics,0.0,Yes,2026-07-20,23,Monday,July
USR00037,SES00037,Browse,2026-07-15 22:58:00,Mobile,West,Email,Beauty,0.0,Yes,2026-07-15,22,Wednesday,July
USR00037,SES00037,Add to Cart,2026-07-15 23:00:00,Tablet,South,Organic,Home,0.0,Yes,2026-07-15,23,Wednesday,July
USR00037,SES00037,Checkout,2026-07-15 23:03:00,Desktop,South,Email,Beauty,0.0,Yes,2026-07-15,23,Wednesday,July
USR00038,SES00038,Browse,2026-07-15 10:58:05,Desktop,North,Social Media,Sports,0.0,Yes,2026-07-15,10,Wednesday,July
USR00038,SES00038,Add to Cart,2026-07-15 11:03:05,Desktop,East,Organic,Sports,0.0,Yes,2026-07-15,11,Wednesday,July
USR00039,SES00039,Browse,2026-08-01 17:03:16,Mobile,North,Email,Beauty,0.0,Yes,2026-08-01,17,Saturday,August
USR00040,SES00040,Browse,2026-08-02 11:03:32,Desktop,North,Organic,Beauty,0.0,Yes,2026-08-02,11,Sunday,August
USR00040,SES00040,Add to Cart,2026-08-02 11:05:32,Desktop,North,Social Media,Electronics,0.0,Yes,2026-08-02,11,Sunday,August
USR00040,SES00040,Checkout,2026-08-02 11:07:32,Desktop,West,Social Media,Beauty,0.0,Yes,2026-08-02,11,Sunday,August
USR00041,SES00041,Browse,2026-07-24 11:50:16,Desktop,West,Google Ads,Sports,0.0,Yes,2026-07-24,11,Friday,July
USR00042,SES00042,Browse,2026-07-18 05:44:13,Mobile,West,Social Media,Sports,0.0,Yes,2026-07-18,5,Saturday,July
USR00042,SES00042,Add to Cart,2026-07-18 05:48:13,Mobile,West,Google Ads,Home,0.0,Yes,2026-07-18,5,Saturday,July
USR00043,SES00043,Browse,2026-07-18 13:01:12,Tablet,South,Social Media,Home,0.0,Yes,2026-07-18,13,Saturday,July
USR00043,SES00043,Add to Cart,2026-07-18 13:05:12,Mobile,West,Email,Fashion,0.0,Yes,2026-07-18,13,Saturday,July
USR00044,SES00044,Browse,2026-07-18 21:34:42,Desktop,West,Organic,Electronics,0.0,Yes,2026-07-18,21,Saturday,July
USR00044,SES00044,Add to Cart,2026-07-18 21:39:42,Tablet,East,Social Media,Sports,0.0,Yes,2026-07-18,21,Saturday,July
USR00044,SES00044,Checkout,2026-07-18 21:44:42,Mobile,North,Email,Home,0.0,Yes,2026-07-18,21,Saturday,July
USR00044,SES00044,Purchase,2026-07-18 21:46:42,Tablet,East,Google Ads,Home,1163.25,No,2026-07-18,21,Saturday,July
USR00045,SES00045,Browse,2026-07-09 07:11:46,Mobile,South,Social Media,Home,0.0,Yes,2026-07-09,7,Thursday,July
USR00046,SES00046,Browse,2026-07-09 06:40:17,Tablet,South,Organic,Sports,0.0,Yes,2026-07-09,6,Thursday,July
USR00046,SES00046,Add to Cart,2026-07-09 06:42:17,Tablet,South,Google Ads,Sports,0.0,Yes,2026-07-09,6,Thursday,July
USR00047,SES00047,Browse,2026-07-09 20:05:43,Desktop,West,Organic,Home,0.0,Yes,2026-07-09,20,Thursday,July
USR00047,SES00047,Add to Cart,2026-07-09 20:07:43,Desktop,North,Google Ads,Electronics,0.0,Yes,2026-07-09,20,Thursday,July
USR00048,SES00048,Browse,2026-07-11 05:37:00,Mobile,West,Email,Fashion,0.0,Yes,2026-07-11,5,Saturday,July
USR00048,SES00048,Add to Cart,2026-07-11 05:41:00,Tablet,South,Organic,Sports,0.0,Yes,2026-07-11,5,Saturday,July
USR00049,SES00049,Browse,2026-07-20 17:32:34,Mobile,East,Social Media,Fashion,0.0,Yes,2026-07-20,17,Monday,July
USR00049,SES00049,Add to Cart,2026-07-20 17:36:34,Mobile,West,Organic,Beauty,0.0,Yes,2026-07-20,17,Monday,July
USR00050,SES00050,Browse,2026-08-05 14:26:10,Tablet,West,Google Ads,Fashion,0.0,Yes,2026-08-05,14,Wednesday,August
USR00051,SES00051,Browse,2026-07-13 18:43:46,Tablet,West,Social Media,Electronics,0.0,Yes,2026-07-13,18,Monday,July
USR00052,SES00052,Browse,2026-07-22 19:42:13,Tablet,West,Organic,Electronics,0.0,Yes,2026-07-22,19,Wednesday,July
USR00053,SES00053,Browse,2026-07-21 03:59:51,Desktop,East,Organic,Home,0.0,Yes,2026-07-21,3,Tuesday,July
USR00053,SES00053,Add to Cart,2026-07-21 04:03:51,Desktop,South,Organic,Beauty,0.0,Yes,2026-07-21,4,Tuesday,July
USR00054,SES00054,Browse,2026-07-23 07:10:53,Desktop,West,Organic,Electronics,0.0,Yes,2026-07-23,7,Thursday,July
USR00055,SES00055,Browse,2026-07-22 07:49:39,Tablet,West,Organic,Electronics,0.0,Yes,2026-07-22,7,Wednesday,July
USR00056,SES00056,Browse,2026-07-20 14:29:57,Mobile,East,Email,Home,0.0,Yes,2026-07-20,14,Monday,July
USR00056,SES00056,Add to Cart,2026-07-20 14:32:57,Tablet,East,Email,Home,0.0,Yes,2026-07-20,14,Monday,July
USR00056,SES00056,Checkout,2026-07-20 14:37:57,Mobile,South,Google Ads,Beauty,0.0,Yes,2026-07-20,14,Monday,July
USR00057,SES00057,Browse,2026-07-25 22:02:10,Desktop,West,Social Media,Beauty,0.0,Yes,2026-07-25,22,Saturday,July
USR00058,SES00058,Browse,2026-07-13 17:59:16,Mobile,East,Organic,Sports,0.0,Yes,2026-07-13,17,Monday,July
USR00058,SES00058,Add to Cart,2026-07-13 18:03:16,Desktop,North,Social Media,Fashion,0.0,Yes,2026-07-13,18,Monday,July
USR00058,SES00058,Checkout,2026-07-13 18:05:16,Desktop,East,Organic,Fashion,0.0,Yes,2026-07-13,18,Monday,July
USR00058,SES00058,Purchase,2026-07-13 18:07:16,Tablet,South,Email,Electronics,1404.65,No,2026-07-13,18,Monday,July
USR00059,SES00059,Browse,2026-08-04 00:16:28,Mobile,North,Social Media,Home,0.0,Yes,2026-08-04,0,Tuesday,August
USR00059,SES00059,Add to Cart,2026-08-04 00:18:28,Mobile,South,Organic,Electronics,0.0,Yes,2026-08-04,0,Tuesday,August
USR00059,SES00059,Checkout,2026-08-04 00:23:28,Mobile,South,Social Media,Home,0.0,Yes,2026-08-04,0,Tuesday,August
USR00060,SES00060,Browse,2026-07-14 22:52:43,Tablet,West,Google Ads,Fashion,0.0,Yes,2026-07-14,22,Tuesday,July
USR00061,SES00061,Browse,2026-07-24 11:30:25,Desktop,South,Social Media,Fashion,0.0,Yes,2026-07-24,11,Friday,July
USR00061,SES00061,Add to Cart,2026-07-24 11:33:25,Tablet,North,Email,Fashion,0.0,Yes,2026-07-24,11,Friday,July
USR00061,SES00061,Checkout,2026-07-24 11:37:25,Tablet,South,Organic,Sports,0.0,Yes,2026-07-24,11,Friday,July
USR00062,SES00062,Browse,2026-08-02 17:01:34,Desktop,West,Google Ads,Sports,0.0,Yes,2026-08-02,17,Sunday,August
USR00063,SES00063,Browse,2026-07-21 00:03:47,Mobile,West,Google Ads,Fashion,0.0,Yes,2026-07-21,0,Tuesday,July
USR00064,SES00064,Browse,2026-08-06 05:15:48,Tablet,South,Organic,Home,0.0,Yes,2026-08-06,5,Thursday,August
USR00064,SES00064,Add to Cart,2026-08-06 05:17:48,Desktop,North,Organic,Beauty,0.0,Yes,2026-08-06,5,Thursday,August
USR00065,SES00065,Browse,2026-07-16 13:49:06,Tablet,South,Social Media,Beauty,0.0,Yes,2026-07-16,13,Thursday,July
USR00065,SES00065,Add to Cart,2026-07-16 13:53:06,Tablet,West,Social Media,Electronics,0.0,Yes,2026-07-16,13,Thursday,July
USR00065,SES00065,Checkout,2026-07-16 13:56:06,Mobile,North,Google Ads,Fashion,0.0,Yes,2026-07-16,13,Thursday,July
USR00066,SES00066,Browse,2026-07-24 04:20:28,Mobile,East,Email,Beauty,0.0,Yes,2026-07-24,4,Friday,July
USR00067,SES00067,Browse,2026-08-03 23:58:09,Desktop,North,Google Ads,Fashion,0.0,Yes,2026-08-03,23,Monday,August
USR00068,SES00068,Browse,2026-07-22 12:21:36,Mobile,North,Organic,Beauty,0.0,Yes,2026-07-22,12,Wednesday,July
USR00069,SES00069,Browse,2026-08-01 08:44:24,Tablet,North,Social Media,Fashion,0.0,Yes,2026-08-01,8,Saturday,August
USR00070,SES00070,Browse,2026-07-16 09:29:49,Tablet,East,Google Ads,Home,0.0,Yes,2026-07-16,9,Thursday,July
USR00070,SES00070,Add to Cart,2026-07-16 09:33:49,Desktop,South,Organic,Sports,0.0,Yes,2026-07-16,9,Thursday,July
USR00071,SES00071,Browse,2026-07-31 05:01:43,Desktop,East,Google Ads,Electronics,0.0,Yes,2026-07-31,5,Friday,July
USR00071,SES00071,Add to Cart,2026-07-31 05:05:43,Desktop,West,Email,Home,0.0,Yes,2026-07-31,5,Friday,July
USR00072,SES00072,Browse,2026-07-30 08:09:49,Tablet,South,Google Ads,Electronics,0.0,Yes,2026-07-30,8,Thursday,July
USR00072,SES00072,Add to Cart,2026-07-30 08:14:49,Tablet,South,Social Media,Home,0.0,Yes,2026-07-30,8,Thursday,July
USR00073,SES00073,Browse,2026-07-19 03:31:20,Tablet,West,Google Ads,Fashion,0.0,Yes,2026-07-19,3,Sunday,July
USR00073,SES00073,Add to Cart,2026-07-19 03:35:20,Mobile,North,Organic,Fashion,0.0,Yes,2026-07-19,3,Sunday,July
USR00073,SES00073,Checkout,2026-07-19 03:40:20,Desktop,West,Email,Beauty,0.0,Yes,2026-07-19,3,Sunday,July
USR00074,SES00074,Browse,2026-07-24 13:45:20,Mobile,West,Email,Home,0.0,Yes,2026-07-24,13,Friday,July
USR00075,SES00075,Browse,2026-07-14 02:02:57,Desktop,East,Email,Electronics,0.0,Yes,2026-07-14,2,Tuesday,July
USR00075,SES00075,Add to Cart,2026-07-14 02:06:57,Desktop,West,Google Ads,Sports,0.0,Yes,2026-07-14,2,Tuesday,July
USR00075,SES00075,Checkout,2026-07-14 02:08:57,Tablet,South,Organic,Fashion,0.0,Yes,2026-07-14,2,Tuesday,July
USR00076,SES00076,Browse,2026-07-26 13:59:55,Desktop,South,Google Ads,Fashion,0.0,Yes,2026-07-26,13,Sunday,July
USR00076,SES00076,Add to Cart,2026-07-26 14:01:55,Desktop,East,Google Ads,Beauty,0.0,Yes,2026-07-26,14,Sunday,July
USR00076,SES00076,Checkout,2026-07-26 14:05:55,Desktop,North,Organic,Home,0.0,Yes,2026-07-26,14,Sunday,July
USR00076,SES00076,Purchase,2026-07-26 14:08:55,Mobile,South,Google Ads,Sports,1464.35,No,2026-07-26,14,Sunday,July
USR00077,SES00077,Browse,2026-07-21 09:41:39,Mobile,East,Email,Sports,0.0,Yes,2026-07-21,9,Tuesday,July
USR00077,SES00077,Add to Cart,2026-07-21 09:45:39,Tablet,West,Email,Beauty,0.0,Yes,2026-07-21,9,Tuesday,July
USR00078,SES00078,Browse,2026-08-05 05:09:04,Tablet,East,Google Ads,Electronics,0.0,Yes,2026-08-05,5,Wednesday,August
USR00078,SES00078,Add to Cart,2026-08-05 05:12:04,Tablet,South,Social Media,Fashion,0.0,Yes,2026-08-05,5,Wednesday,August
USR00078,SES00078,Checkout,2026-08-05 05:14:04,Desktop,South,Social Media,Electronics,0.0,Yes,2026-08-05,5,Wednesday,August
USR00078,SES00078,Purchase,2026-08-05 05:16:04,Desktop,East,Google Ads,Electronics,1544.51,No,2026-08-05,5,Wednesday,August
USR00079,SES00079,Browse,2026-07-25 22:18:37,Tablet,North,Social Media,Home,0.0,Yes,2026-07-25,22,Saturday,July
USR00079,SES00079,Add to Cart,2026-07-25 22:22:37,Mobile,North,Email,Electronics,0.0,Yes,2026-07-25,22,Saturday,July
USR00080,SES00080,Browse,2026-07-16 06:51:14,Mobile,South,Social Media,Electronics,0.0,Yes,2026-07-16,6,Thursday,July
USR00081,SES00081,Browse,2026-07-28 21:21:09,Desktop,East,Email,Fashion,0.0,Yes,2026-07-28,21,Tuesday,July
USR00082,SES00082,Browse,2026-07-09 17:25:33,Mobile,West,Social Media,Electronics,0.0,Yes,2026-07-09,17,Thursday,July
USR00082,SES00082,Add to Cart,2026-07-09 17:29:33,Desktop,East,Google Ads,Fashion,0.0,Yes,2026-07-09,17,Thursday,July
USR00083,SES00083,Browse,2026-07-17 12:45:01,Desktop,North,Email,Fashion,0.0,Yes,2026-07-17,12,Friday,July
USR00083,SES00083,Add to Cart,2026-07-17 12:48:01,Desktop,East,Google Ads,Electronics,0.0,Yes,2026-07-17,12,Friday,July
USR00084,SES00084,Browse,2026-07-25 19:11:04,Desktop,North,Google Ads,Electronics,0.0,Yes,2026-07-25,19,Saturday,July
USR00084,SES00084,Add to Cart,2026-07-25 19:14:04,Desktop,North,Google Ads,Fashion,0.0,Yes,2026-07-25,19,Saturday,July
USR00085,SES00085,Browse,2026-08-03 19:18:23,Tablet,East,Google Ads,Electronics,0.0,Yes,2026-08-03,19,Monday,August
USR00085,SES00085,Add to Cart,2026-08-03 19:22:23,Tablet,West,Organic,Fashion,0.0,Yes,2026-08-03,19,Monday,August
USR00086,SES00086,Browse,2026-07-21 22:32:46,Tablet,North,Organic,Beauty,0.0,Yes,2026-07-21,22,Tuesday,July
USR00087,SES00087,Browse,2026-08-01 13:09:24,Desktop,North,Google Ads,Home,0.0,Yes,2026-08-01,13,Saturday,August
USR00087,SES00087,Add to Cart,2026-08-01 13:12:24,Mobile,East,Email,Beauty,0.0,Yes,2026-08-01,13,Saturday,August
USR00088,SES00088,Browse,2026-07-09 02:57:13,Tablet,East,Email,Fashion,0.0,Yes,2026-07-09,2,Thursday,July
USR00088,SES00088,Add to Cart,2026-07-09 03:01:13,Desktop,South,Email,Home,0.0,Yes,2026-07-09,3,Thursday,July
USR00089,SES00089,Browse,2026-07-14 22:07:30,Mobile,East,Email,Fashion,0.0,Yes,2026-07-14,22,Tuesday,July
USR00089,SES00089,Add to Cart,2026-07-14 22:10:30,Mobile,North,Google Ads,Electronics,0.0,Yes,2026-07-14,22,Tuesday,July
USR00090,SES00090,Browse,2026-07-20 09:22:59,Mobile,South,Social Media,Home,0.0,Yes,2026-07-20,9,Monday,July
USR00090,SES00090,Add to Cart,2026-07-20 09:25:59,Tablet,East,Social Media,Beauty,0.0,Yes,2026-07-20,9,Monday,July
USR00091,SES00091,Browse,2026-07-17 14:42:45,Desktop,North,Google Ads,Beauty,0.0,Yes,2026-07-17,14,Friday,July
USR00091,SES00091,Add to Cart,2026-07-17 14:45:45,Desktop,West,Email,Electronics,0.0,Yes,2026-07-17,14,Friday,July
USR00092,SES00092,Browse,2026-08-03 00:28:40,Tablet,West,Social Media,Sports,0.0,Yes,2026-08-03,0,Monday,August
USR00093,SES00093,Browse,2026-07-23 20:29:09,Mobile,North,Social Media,Fashion,0.0,Yes,2026-07-23,20,Thursday,July
USR00093,SES00093,Add to Cart,2026-07-23 20:31:09,Tablet,South,Email,Home,0.0,Yes,2026-07-23,20,Thursday,July
USR00094,SES00094,Browse,2026-07-11 04:44:48,Desktop,South,Email,Electronics,0.0,Yes,2026-07-11,4,Saturday,July
USR00094,SES00094,Add to Cart,2026-07-11 04:48:48,Tablet,East,Organic,Electronics,0.0,Yes,2026-07-11,4,Saturday,July
USR00095,SES00095,Browse,2026-07-29 08:44:45,Tablet,South,Social Media,Fashion,0.0,Yes,2026-07-29,8,Wednesday,July
USR00095,SES00095,Add to Cart,2026-07-29 08:46:45,Tablet,South,Social Media,Home,0.0,Yes,2026-07-29,8,Wednesday,July
USR00095,SES00095,Checkout,2026-07-29 08:50:45,Desktop,East,Email,Electronics,0.0,Yes,2026-07-29,8,Wednesday,July
USR00096,SES00096,Browse,2026-08-04 09:02:51,Mobile,East,Google Ads,Beauty,0.0,Yes,2026-08-04,9,Tuesday,August
USR00096,SES00096,Add to Cart,2026-08-04 09:07:51,Tablet,South,Organic,Fashion,0.0,Yes,2026-08-04,9,Tuesday,August
USR00096,SES00096,Checkout,2026-08-04 09:12:51,Mobile,West,Google Ads,Fashion,0.0,Yes,2026-08-04,9,Tuesday,August
USR00097,SES00097,Browse,2026-07-11 15:18:00,Desktop,East,Google Ads,Fashion,0.0,Yes,2026-07-11,15,Saturday,July
USR00097,SES00097,Add to Cart,2026-07-11 15:22:00,Tablet,West,Organic,Electronics,0.0,Yes,2026-07-11,15,Saturday,July
USR00097,SES00097,Checkout,2026-07-11 15:27:00,Tablet,East,Google Ads,Sports,0.0,Yes,2026-07-11,15,Saturday,July
USR00097,SES00097,Purchase,2026-07-11 15:29:00,Tablet,North,Social Media,Electronics,1969.42,No,2026-07-11,15,Saturday,July
USR00098,SES00098,Browse,2026-07-18 03:17:51,Tablet,East,Google Ads,Fashion,0.0,Yes,2026-07-18,3,Saturday,July
USR00099,SES00099,Browse,2026-07-25 13:30:28,Desktop,South,Organic,Sports,0.0,Yes,2026-07-25,13,Saturday,July
USR00100,SES00100,Browse,2026-07-12 02:13:21,Mobile,North,Social Media,Home,0.0,Yes,2026-07-12,2,Sunday,July
